company_id,companyname,min_employees,max_employees,website,description,headquarters_location,year_founded,total_investment,descriptors
4240,Unchained Logistics,5,10,unchainedlogistics.co,Unchained Logistics is the go-to e-commerce fulfillment partner for direct to consumer brand focused merchants. Their years of experience in fulfillment logistics has given us the insight to build a system that saves merchants time and money while optimizing and automating the capabilities of our distributed network of fulfillment centers.,Oakland,2018,1750000,"[""e-commerce"", ""consumer goods"", ""fashion"", ""logistics and supply chain""]"
4216,XQ Message,2,10,xqmsg.com,"XQ is a data protection platform that easily encrypts at the edge and works everywhere. Secure emails, texts, IoT data, or even voice and send it through any app, platform, or network including 5G. We have edge applications for Gmail, Outlook, iOS, and Android and an API that can be integrated into anything. As an added bonus we're quantum resistant.",Oakland,2019,1720000,"[""software"", ""national security"", ""internet of things"", ""smart cities"", ""logistics"", ""messaging"", ""telecommunications"", ""other"", ""brand"", ""information technology company""]"
4241,Afriex,1,10,afriexapp.com,Afriex is a pioneering platform that allows its users to send and receive money to anybody around the globe. We use stablecoins to offer the fastest and cheapest remittance service to over 30 countries around the world.,Oakland,2019,1325000,"[""information technology"", ""financial services"", ""finance"", ""financial exchanges""]"
332,Enwoven,10,50,enwoven.com,"Enwoven empowers organizations to make their knowledge more engaging by combining multimedia assets and adding context in the form of visual frameworks. Companies create valuable ideas, thoughts and insights that get lost everyday.",Oakland,2017,1200000,"[""software"", ""cloud storage"", ""storytelling"", ""information technology and services"", ""content management"", ""other"", ""brand"", ""knowledge management"", ""content""]"
2616,Litterati,5,10,litterati.org,"Litterati is an app that encourages users to pick up and track litter.The app plans to let users join groups, so that schools, clubs, and other communities can track their collective efforts rather than having to go solo. It will also introduce maps, so litter-pickers can see what else is being picked up in their neighborhoods.",Oakland,2012,1126432,"[""environmental services"", ""crowdsourcing"", ""software"", ""environmental consulting"", ""software publishers""]"
2652,Next Tech,10,50,next.tech,"Next Tech's mission is to make technology education accessible for everyone. We are doing this by providing instant access to cloud computing environments, a library of interactive courses for learning tech skills, and a powerful platform atop which the world's leading educational companies teach the next generation of software developers.",Oakland,2014,1125000,"[""software company"", ""information technology company"", ""e-learning"", ""stem education"", ""software"", ""paas"", ""computer software""]"
2659,Fluid,50,200,choosefluid.com,"Control Your Cash-flow. 

Get paid on-demand and optimize your cash-flow with the platform designed for small business owners. 

We have a tool called the Cash Flow Forecaster that will help you become an expert at your business cash flow, make smarter decisions and grow your business.  http://signup.choosefluid.com  and get on the wait list to be the first to try it.",Oakland,2014,1000000,"[""internet"", ""financial services"", ""loans"", ""payments"", ""local services"", ""local service"", ""mortgage brokers"", ""finance and insurance""]"
948,SPARKART GROUP INC,20,50,sparkart.com,"We're a digital agency in Oakland, CA. We design beautiful interfaces, experiences, and products.",Oakland,2008,970000,"[""communications"", ""entertainment content"", ""media"", ""product design"", ""developer platform"", ""creative agency"", ""clubs"", ""tech startup"", ""web design"", ""web designer"", ""computer store"", ""internet company""]"
527,Joro,5,20,joro.tech,Track your carbon footprint. Find your carbon type. Build sustainable habits to improve your carbon footprint through challenges and carbon offsets.,Oakland,2018,800000,"[""computer software"", ""mobile apps"", ""environmental engineering"", ""apps"", ""app"", ""software company"", ""app page"", ""energy company"", ""environmental conservation organization""]"
266,Daily Kos,50,200,dailykos.com,Daily Kos is a group blog and internet forum focused on the Democratic Party and liberal American politics.,Oakland,2002,725040,"[""other"", ""website"", ""brand"", ""news"", ""politics"", ""association"", ""social media"", ""internet"", ""communities""]"
95,Babylist,50,200,babylist.com,"Put anything onto your Baby Registry from any store. It's as easy to use as Pinterest. Because making your baby registry should be fun!",Oakland,2011,650000,"[""ecommerce"", ""retail"", ""website"", ""baby"", ""e-commerce"", ""internet"", ""parenting"", ""office"", ""tech startup""]"
2625,Angeloop Inc,2,10,angelloop.com,"Angeloop, Inc. operates an investor reporting platform. The Company offers a platform which manages key performance indicators, monitors financial reports, and tracks and shares cash flows.",Oakland,2015,600000,"[""social"", ""business intelligence"", ""finance"", ""application software"", ""software"", ""technology""]"
906,ShopPad,10,50,theshoppad.com,Beautiful Solutions for Shopify Individually tailored so your store will thrive,Oakland,2012,500000,"[""mobile"", ""e-commerce"", ""shopify"", ""computer software""]"
2613,Frontleaf,1000,5000,frontleaf.com,"Frontleaf was acquired by Zuora in 2015, and has become Zuora's Insights product line, helping subscription companies analyze and understand their subscribers'​ key metrics and behaviors.

Prior to joining Zuora, Frontleaf served SaaS companies who were managing hundreds to tens of thousands of businesses as their customers, and looking to develop or enhance their Customer Success operation and incorporate a customer focus.  Frontleaf enabled these companies to unlock customer insights, identify risks and opportunities, and execute scalable customer success programs.",Oakland,2007,478000,"[""information technology"", ""software"", ""saas"", ""health care"", ""software-as-a-service"", ""computer software"", ""software publishers""]"
2653,Saferize,2,10,saferize.com,"About Saferize is company founded by two fathers and startup veterans who got tired of subpar parental control solutions. We're building a brand new way to help our kids safely navigate online and use apps. Stay tuned! Founding Date 07/2017",Oakland,2017,450000,"[""information technology and services"", ""internet company"", ""information technology company"", ""internet""]"
2650,Parsley Software,2,10,parsleysoftware.com,"Parsley Software is a Developer of a SaaS-based restaurant management application designed to manage back end operations of restaurants. The company's application handles restaurant operations such as placing orders, managing ingredients, storing and analyzing recipes, planning workflow, tracking supplies and inventories, enabling chefs and restaurant owners to save time, increase accuracy and reduce overall business costs.",Oakland,2016,300000,"[""information technology"", ""software"", ""saas"", ""information technology and services"", ""software publishers"", ""software publishers""]"
2643,ENVision mobile,2,10,envisionmobile.co,"ENVision mobile's business intelligence platform provides shared data analytics between suppliers and micro-retailers in emerging markets.",Oakland,2019,250000,"[""computer software"", ""analytics"", ""mobile apps"", ""software"", ""emerging markets"", ""retail technology"", ""software publishers""]"
4217,DeepMedia AI,1,10,deepmedia.ai,"DeepMedia is building the first DeepFake social media app. Users on Insta and TikTok can only create videos with one identity - themselves. Our unique DeepFake networks allow users to create content using any identity they choose! Our users have already generated over 200K DeepFakes, many getting 20K+ views on TikTok. Giving users access to infinite, fully-realistic identities is the next social media step function.",Oakland,2020,200000,"[""information technology and services"", ""software"", ""computer vision"", ""mobile"", ""advertising"", ""social media""]"
2649,Airquest,2,10,air-quest.com,Airquest is a SaaS platform that helps mid and large enterprises make real-time logistics decisions. Our platform integrates with trade partners enabling collaboration with them so that shipments are executed seamlessly.,Oakland,2019,190000,"[""software"", ""saas"", ""software publishers"", ""software publishers""]"
2639,Guide,5,10,guideapp.co,Guide is the bite-size learning & talent development B2B/C SaaS App for enterprise remote teams,Oakland,2019,140000,"[""saas"", ""app"", ""other"", ""brand"", ""app page"", ""technology"", ""e-learning"", ""education"", ""artificial intelligence"", ""career development"", ""skills development"", ""blockchain"", ""computer software""]"
461,Hingeto,5,10,hingeto.com,"Add products from established brands to your store, risk free. Connect your store, expand assortment, drive more sales.",Oakland,2015,120000,"[""apparel & fashion"", ""crowdfunding"", ""financial services"", ""finance"", ""fashion""]"
2624,Chargehound,10,50,chargehound.com,"Fight chargeback fraud. Save time and money.

Chargebacks are tedious to rebut yet costly to ignore. Revenue lost from chargebacks can be won back, but the dispute process is time-consuming and inefficient. With one simple integration, Chargehound automates your entire dispute process. You can respond to all your chargebacks - instantly.

Let us do the work - as soon as you receive a dispute, Chargehound will create and submit a comprehensive, customized response on your behalf. Instead of spending hours compiling disputes, you can focus on more impactful goals, like minimizing your chargebacks and maximizing your win rate. 

Looking for a new job at a growing fintech startup? Check out our profile on The Muse: https://www.themuse.com/profiles/chargehound",Oakland,2016,120000,"[""financial services"", ""internet"", ""apps""]"
4218,Yunit,1,10,yunit.co/home,Yunit is an online platform which helps users to save money with their friends.,Oakland,2020,120000,"[""financial services"", ""finance""]"
2681,Glassbreakers,5,10,glassbreakers.co,Glassbreakers is an enterprise software company focused on supporting diversity and inclusion as a core business function.,Oakland,2014,50000,"[""internet"", ""enterprise software"", ""software"", ""tech startup"", ""enterprise"", ""software publishers""]"
987,SwingSearch,20,50,swingtalent.com,"We're experts at finding top performers for startups and high-growth companies.",Oakland,2005,,"[""consulting"", ""social recruiting"", ""staffing agency"", ""recruiting"", ""human resources"", ""staffing and recruiting"", ""mobile"", ""development"", ""staffing""]"
2660,Legal Passage,1,10,legalpassage.com,"LegalPassage is a SaaS product that provides discovery document automation & file management for the legal field. Legal Passage educates and breaks down the divorce process into milestones and allows customers to more efficiently consume legal advice. Lawyers, paralegals, and clients alike are hindered massive inefficiencies & complex workflows that impede communication and optimizing performance. LegalPassage offers case automation, which frees users' time to return phone calls, bring in new business, spend more time on important cases, and most importantly, take on new cases. Beyond automation, LegalPassage gives users the ability to respond to or request multiple discovery demands automatically, gather clients from clients via a secure link, organize and share client files and documents intuitively. It also offers cloud-based document sharing options for its clients. LegalPassage was founded by Sandro Tuzzo and is based in Oakland, California.",Oakland,2013,,"[""software"", ""saas"", ""legal"", ""legal tech"", ""legal services"", ""software publishers"", ""software publishers""]"
2691,The institute of research and ethics in technology,1,10,dialed.space/works,"Improving software experience: make computers actively help in real-world processes for designers, engineers and contractors. Mundane 1st, Aspirations 2nd",Oakland,2017,,"[""software"", ""information services"", ""software publishers""]"
2632,Skilltapp Inc.,1,10,skilltapp.com,"Skilltapp connects growing companies and all star freelancers in innovative ways. We're expanding access to high-quality skilled services for small businesses worldwide.",Oakland,2015,,"[""internet"", ""mobile apps"", ""freelance"", ""human resources""]"
2596,Divine Interventures,1000,5000,divineinterventures.com,"Divine, originally Divine Interventures, was a company that invested in internet companies during the dot-com era that was originally modeled after CMGI. The company's tagline was \'an Internet Zaibatsu\'​ and the company's goal was to create \'a family of businesses that work collaboratively to create mutual opportunity and gain.\'​ In April 2003, Divine's assets were sold to Saratoga Partners, Golden Gate Private Equity, Little Bear Investment, and Outtask, for a total of $54 million. Saratoga Partners then sold the enterprise content management business to FatWire. The Open Market patents were acquired by Soverain Software.",Oakland,1999,,"[""enterprise software"", ""financial services"", ""angel investment"", ""informatica e servizi"", ""software"", ""software publishers""]"
2689,BKI Software Solutions,1,100,bki.com,"BKI Software Solutions designs and develops software solutions. The Company offers residential, multi-family, commercial, and financing programs. BKI Software Solutions serves customers in the State of California.",Oakland,2015,,"[""application software"", ""software"", ""technology"", ""software publishers""]"
263,Customer Lobby,50,200,customerlobby.com,"Customer Lobby is a fast-growing company dedicated to helping small businesses succeed. We work hard because we believe in our product and its potential to make a difference for thousands of local service businesses. We constantly challenge each other to make great things happen within a positive, collaborative culture.",Berkeley,2007,,"[""computer software"", ""software"", ""tech startup"", ""computer processing and data preparation and processing services"", ""data processing, hosting, and related services"", ""marketing"", ""data center"", ""reputation"", ""business information systems"", ""market research & analysis"", ""software publishers""]"
2600,MetriTech,1,10,metritech.net,"Provider of labor management software and services to the transportation and logistics industries. 

MetriTech's Labor Cost Management solution, LABOR COMMAND, is a best-of-breed LCM system that can reduce labor costs by measuring labor performance against pre-defined standards.

MetriTech is proud to provide sales and implementation support for PROPHIX, an integrated performance management application offering budgeting, planning, forecasting, reporting, consolidations, and personnel planning capabilities.

Today's business leaders are being pressured to cut costs, tighten controls and improve performance, all without disrupting internal operations or customer relationships. MetriTech can help by making your business more resilient.",Oakland,2008,,"[""computer software"", ""software publishers""]"
1043,Toole Design Group,100,500,tooledesign.com,"Build groundbreaking work that moves people, design streets for people of all ages and abilities, and shape the future of active transportation.",Silver Spring,2003,,"[""civil engineering"", ""industrial services"", ""industrials"", ""consulting company"", ""engineering service"", ""product design"", ""consulting"", ""legal"", ""office"", ""business coaches & consultants"", ""professional engineers"", ""architects"", ""consulting services"", ""professional services sector"", ""commercial services"", ""consumer discretionary"", ""other commercial services"", ""civil engineers"", ""consulting agency"", ""wayfinding"", ""architecture & planning"", ""specialized design services"", ""architectural services""]"
2668,SUB4ME INC,1,10,sub4.me,Sub4me is SaaS for finding subs for and managing communications among members of a private group for a variety of activities.,Oakland,2015,,"[""information technology"", ""software"", ""sports"", ""saas"", ""communities"", ""software publishers"", ""software publishers""]"
2599,Servant,10,50,servant.co,"Servant is a revolutionary content management system that will free your data and allow you to distribute it where you want, when you want",Oakland,2013,,"[""content delivery network"", ""cloud data services"", ""software publishers""]"
789,Powerhouse,5,20,powerhouse.fund,"Powerhouse collaborates with energy startups, multinational corporations, utilities and investors to create an energy system that is decarbonized, decentralized, democratized, and digitized in the US and around the world.",Oakland,2013,,"[""renewables & environment"", ""renewable energy"", ""electric vehicle"", ""clean energy"", ""transportation"", ""church""]"
2674,Bloom,1,10,joinbloom.community,"Bloom (formerly Together) is a YCombinator backed startup based in Oakland, California on a mission to use software to bring people together. Bloom is a dating community that organizes group dates in parks. Members tell Bloom who they want to meet and Bloom organizes 6-8 person meetups in parks. And, with a strong consent culture and referral-based community, Bloom is the safest place to meet new partners and friends.",Oakland,2019,,"[""software"", ""dating"", ""communities"", ""software publishers""]"
2617,"Simple But Needed, Inc.",10,50,sbnsoftware.com,"About Software solutions for safety and compliance leaders    Capture, review, and report on mission critical data with the easiest to use and most powerful compliance platform. Simple But Needed’s product suite streamlines inspections, asset tracking, lockout/tagout and other critical operations by using mobile devices to efficiently c ... apture in-field data. All information is then stored securely, in real-time, and is made available to users via the web for analysis and reporting.     The SBN product suite is easily configured to your existing workflow and is used across many verticals to improve operational efficiency and visibility through enhanced data capture and robust analytics.     SBN serves customers across many industries, such as:     -Fire Protection   -Construction   -Laboratories   -Insurance   -Manufacturing   -Universities   -Property Management   -Food Production   -Environmental Health & Safety   -Agriculture   -Energy     For more information, please view our SBN Product Overview Video:        Products SBN Inspect, SBN Asset, SBN Ergo, SBN LOTO",Oakland,2009,,"[""computer software"", ""software"", ""mobile"", ""local services"", ""software publishers""]"
2676,Unionforce,1,10,unionforce.us,Helping Unions increase membership through a SaaS platform and mobile applications. To join a Union takes paperwork and a process that is updated with our technology.,Oakland,2015,,"[""management consulting"", ""software publishers""]"
2595,Merus,10,50,meruscase.com,"MerusCase is designed and built with love in Oakland, CA by a highly passionate and diverse team. We pride ourselves on being the only company to bring you a cloud-based legal practice management system that offers a fully integrated, HIPAA-compliant, and easy-to-use case management platform that works for every law firm, regardless of size. Run your law firm from any computer or mobile device worldwide and experience unprecedented speed, reliability, and efficiency.",Oakland,2008,,"[""software"", ""saas"", ""legal"", ""legal tech"", ""cloud computing"", ""software publishers"", ""software publishers""]"
2618,SnapStrat Inc.,5,10,snapstrat.com,"Using our innovative, low-code development platform, we partner with strategy consultants to quickly deliver end-to-end ML-based  decisioning and process automation applications supporting an immense variety of decision processes.

The two things that we have always felt to be most important to our success, however, have nothing to do with technology:

1) Build a great, mission-driven team and give them room to innovate and lead

2) Care about our partners and their clients businesses as much as they do

That is the company we are building.

How do we work?
1) We take the time to understand the client's business and data
2) We deliver a customized SaaS solution for both the decision AND its execution
3) We incorporate machine learning to ensure continual improvement

Our platform can be configured to support decisions across industries and business functions. Our state-of-the art technology allow fast customization. Its flexibility combined with our support model means your client's applications will stay relevant as their business changes.

We are open to a broad variety of partnership models from informal to white labeling, including the option of enabling  a recurring revenue model for our partners.

Use cases include marketing allocation, Loyalty strategy, pricing strategy, product investment allocation and many more.",Oakland,2016,,"[""computer software"", ""computer"", ""software"", ""software publishers""]"
2692,Oyster,1,10,oystersoft.com,"Oyster offers software solutions and services for automated forms processing & data entry with OCR, ICR, OMR, bar codes and key from images.",Oakland,1996,,"[""computer"", ""software"", ""software publishers""]"
1065,Turnitin,200,500,turnitin.com,"Turnitin solutions promote academic integrity, streamline grading and feedback, deter plagiarism, and improve student outcomes.",Oakland,1996,,"[""software"", ""technology"", ""computer programming services"", ""computer programming activities"", ""e-learning"", ""education"", ""education & training services"", ""internet products & services"", ""other"", ""website"", ""information technology company"", ""brand"", ""education website"", ""office"", ""it services"", ""application software"", ""internet service providers"", ""custom computer programming services""]"
2695,Relaso - CRM for Magento E-Commerce,10,50,relaso.com/sales-crm,"Relaso eCommerce CRM is designed with the goal to make using of enterprise apps easy. At our core we believe in a solution that is scalable and flexible, has key marketing tools for eCommerce businesses out of the box, and amazing dashboards and reporting tool that helps eRetail business make sense of various eCommerce data and an enhanced customer satisfaction.

Relaso eCommerce CRM is the proven Customer Relationship Management software for businesses that sell online to other business (B2B) or directly to consumers (B2C). Its tightly integrated with Magento eCommerce platform, Relaso provides e-Commerce businesses access to business data that they never had before. Even more importantly, Relaso comes with out of the box of features allowing marketing and sales force teams to collect data, gain a deep understating of the eCommerce customer’s needs and wants, optimize marketing campaigns, increase conversion, and ultimately grow online sales.

Relaso was founded by software veterans from eCommerce and seasoned technologists in open source application creation and enterprise software.",Oakland,2012,,
2658,Storyteller,1,10,storytellerhq.com,"Storyteller is a developer platform that lets you build great websiteswith content or functionality from any service with an API.  We handlecaching, authentication, and apply transforms to API responses to makethe data more presentable.  We've also built an awesome code editorfor creating markup to access data in the responses, stylesheets, andJavaScript that has many of the amenities of… · More a desktop app.  Photoshop isfor creative professionals.  Storyteller is for web developers.",Oakland,,,"[""product/service""]"
2646,Simple Dynamics,1,10,simpledynamics.net,"Simple Dynamics offers full end to end services for web application design and development.  We can take on a component of the project or handle the whole thing.  We specialize in web application security, API design, data as a service, and cloud deployments.",Oakland,2003,,"[""software"", ""software publishers""]"
283,Design Action Collective,5,10,designaction.org,"GRAPHIC DESIGN + VISUAL COMMUNICATIONS FOR PROGRESSIVE, NON-PROFIT, & SOCIAL CHANGE ORGANIZATIONS.",Stoakland,,,"[""graphic designers"", ""graphic design"", ""graphic designer"", ""specialized design services"", ""graphic design services""]"
2680,Financial Computer Support Inc.,20,50,fcsi.com,"Financial Computer Support, Inc., an acquired entity of Morningstar, Inc., has been providing practice management software solutions to financial professionals for more than 25 years.",Oakland,2008,,"[""computer software"", ""financial services"", ""software publishers""]"
544,KBC Staffing,1,10,kbcstaffing.com,"KBC Staffing Offers Staffing Solutions For Temp, Temp-To-Perm and Direct Hire Placements. Offices in the Bay Area, California.",Oakland,2010,,"[""recruiter"", ""staffing and recruiting"", ""accounting"", ""staffing"", ""other services"", ""employment placement agencies""]"
2686,Field Phone,1,10,fieldphone.com,"FieldPhone is a job management tool tailored to contractors in the trades.  We offer software as a service to help manage time, materials and progress of multiple jobs.",Oakland,2011,,"[""electrical distribution"", ""saas"", ""solar"", ""billing""]"
2640,AerialSpaces,2,10,aerialspac.es,"AerialSpaces is a full-service virtual event SaaS platform. We help organizations of all sizes plan, launch and manage immersive and engaging virtual experiences rather the 1-way marketing webinar of the past.",Oakland,2015,,"[""marketing"", ""information technology"", ""software"", ""saas"", ""digital entertainment"", ""events"", ""internet"", ""education"", ""software publishers"", ""software publishers""]"
608,Mailchimp,1000,5000,mailchimp.com,Mailchimp is a marketing automation platform and an email marketing service.,Atlanta,2001,,"[""internet"", ""office"", ""marketing"", ""analytics"", ""email marketing"", ""software"", ""e-commerce"", ""email"", ""artist"", ""performing arts"", ""public figure"", ""internet marketing & advertising"", ""internet products & services"", ""other services"", ""marketing consulting services"", ""software publishers"", ""software publishers""]"
1009,Tech Liminal,2,10,techliminal.com,"We help with programming, marketing, strategy - and just for fun",Oakland,2009,,"[""php"", ""software"", ""web development"", ""professional services"", ""local business"", ""event space"", ""coworking space"", ""software development"", ""vocational & technical school"", ""lessors of nonresidential buildings""]"
470,The Hood Incubator,2,10,www.hoodincubator.org,The Hood Incubator seeks to end the drug war and reverse its harmful impacts on Black communities nationwide.,Oakland,2017,,"[""business development"", ""financial services"", ""finance"", ""communities""]"
2635,Idea Builder,1,10,ideabuilder.co,"We build scalable, creative, and integrated iOS apps in 7 days. Our on-demand service employs remote developers and designers, who have the skills to build quality applications, and who have the desire to be a part of the on-demand economy. Let us help skyrocket your vision!… · More",Oakland,,,"[""internet company""]"
2592,TargetX,50,200,targetx.com,"TargetX.com LLC provides customer relationship management technology solutions. The Company offers recruitment and retention cloud solutions, as well as implementation, support, and training services. TargetX.com serves customers in the United States.",Oakland,1998,,"[""higher education"", ""edtech"", ""recruiting"", ""crm"", ""education"", ""software"", ""technology"", ""coworking space"", ""software publishers""]"
2662,Zonetap,1,10,zonetap.com,"Zonetap offers highly precise, location-based messaging, alerting, fencing, and analytics to businesses. Make your mobile app even more valuable to you and your customers.",Oakland,2017,,"[""computer software"", ""api"", ""software publishers""]"
117,Binti,20,50,binti.com,Binti is building software to alleviate the shortage of foster parents and find the best family for every child,Oakland,2016,,"[""govtech"", ""internet"", ""parenting"", ""software"", ""technology"", ""software publishers""]"
2690,NanoVMs Inc,1,100,deferpanic.com,"DeferPanic, Inc. provides software solutions. The Company offers unikernel IaaS infrastructure platform for training, service integration, custom development, and other unikernel services. DeferPanic serves customers in the State of California.",Oakland,,,"[""infrastructure software"", ""software"", ""technology"", ""software publishers""]"
2677,q{Dev} LLC,2,10,qdev.co,"At q{dev} LLC, we are your partner in full stack web development and business system solutions. We leverage cutting edge technologies and libraries to address your product needs or to mitigate business system gaps. q{dev} is not only an end to end development partner, we also provide services that extend existing systems whether in the cloud or on-premise, data integration to maximize information sharing, define and create business metrics that help you identify and address operational process bottlenecks.",Oakland,2017,,"[""computer software"", ""software publishers""]"
2678,EFoundry Consulting,1,10,efoundryconsulting.com,Go-to-market strategy and execution for early stage start-ups.,Oakland,,,"[""computer software""]"
2673,CrescendoApp.com,1,10,crescendoapp.com,"Crescendo is a mobile sales enablement and presentation tool tailored for marketing, sales field teams, medical affairs, and other groups that require reliable access to updated content, online and offline.  Crescendo directly accesses content on corporate Sharepoint, Google Drive, Salesforce.com, Box.com or OneDrive, so you never migrate documents outside of these proven security-approved platforms.  Stunning visual customization can easily be done by anyone without a tech background. Crescendo turns files and folders into a branded, elegant presentation resource for iPad or any Web device.  Your teams of 10 to 500 can get started within minutes.",Oakland,2016,,"[""enterprise software"", ""saas"", ""enterprise applications"", ""sales"", ""software publishers"", ""software publishers""]"
2619,ExaVault,10,50,exavault.com,"ExaVault is a business file transfer and secure FTP hosting service. We help businesses send and receive large files, and offer both a slick, modern web-based interface as well as traditional FTP & SFTP.

We are proud to serve both small/medium business as well as the Fortune 500, including Disney, Sony, Comcast & Chevron.

Here's what you get:

Send + Receive + Collaborate
File transfers can be two way. Send files to your clients, receive files, and collaborate in the same shared folder.
Learn more: https://www.exavault.com/features/sharing/

Managed S/FTP Server
We support secure direct connections with software such as FileZilla, Transmit and SmartFTP.
Learn more: https://www.exavault.com/features/ftp-server/

Your URL & Logo - Not Ours
It's easy to use your URL and logo, and eliminate all mention of ExaVault. Custom branding is avaliable for you.
Learn more: https://www.exavault.com/features/rebranding/

Activity Logs & Notifications
Everything done by each of your users is tracked. You can setup notifications to alert you when files are sent or received.
Learn more: https://www.exavault.com/features/notifications/

Unlimited Users & Transfers
Other than file size, everything else is unlimited. Create as many users as you want and send as many files as you need.
Learn more: https://www.exavault.com/features/users/

No File is Too Large
Many services only allow large file transfers up to 2GB. We 2000X that: ExaVault supports single files up to 4TB.
Inquire about large scale storage: https://www.exavault.com/contact/


Enterprise Grade Security

We understand that your digital data is your lifeblood. We offer flexible and adjustable security policies to suit your company's needs.

Force connections to SFTP
Enforce complex user passwords
Limit access by IP ranges
Detailed control of user permissions",Oakland,2007,,"[""internet"", ""software"", ""customer service"", ""internet company"", ""software publishers""]"
5,21Tech,20,50,21tech.com,"Enterprise Asset Management: 21Tech has broad experience implementing, customizing and maintaining Infor EAM in the public sector.",Oakland,1996,,"[""technology services"", ""technology"", ""information technology"", ""software"", ""computer system designers & consultants"", ""it services"", ""software publishers""]"
2669,Flo AI,1,10,flo-ai.com,"Founded in 2018, our goal is to halve traffic and congestion in major cities. We are developing an AI platform that can leverage the transport datasets to reduce congestion, pollution and improve safety in cities.",Oakland,2018,,"[""software""]"
2634,Cadency,1,10,cadency.co,"Cadency is a modern staffing platform powered by AI. We’re building a next-generation platform to support the entire staffing process while providing an excellent hiring experience. Using Cadency, enterprises reduce staffing cost by over 50%, hire quality talents, and cut down the time-to-hire by half. To learn more, visit www.cadency.co",Oakland,2017,,"[""computer software"", ""software publishers""]"
2642,SquadCast.fm,5,10,squadcast.fm,"SquadCast is a bootstrapped startup co-founded in 2016 by Zachariah Moreno & Rockwell Felder with a mission to amplify collaboration. We seek to empower & encourage creatives to engage in meaningful conversations without barriers. Over the last 3+ years, SquadCast has become a pillar in the Podcast Community, grown to a team of 6, & empowers over 6,000 Podcast Hosts to record interviews with Guests across 100+ countries.",Oakland,2016,,"[""computer software"", ""startups"", ""mobile apps"", ""web apps"", ""music"", ""content creators"", ""podcast"", ""mobile"", ""audio"", ""content"", ""internet"", ""other"", ""software"", ""brand"", ""software company""]"
2656,Revitalize Venture Studio,10,50,revitalizeventures.com,"Revitalize Venture Studio focuses on creating, launching, and spinning out Software-as-a-Service (SaaS) and platform-based software startups. It specializes in product creation and getting to product-market fit, the most challenging stage of the startup lifecycle. It seeks out diverse founders, domain experts, and occasionally corporate partners to gain insights into significant opportunities that it can tackle together as co-founders. Revitalize Venture Studio was founded in 2019 by Clarence Wooten and Andre Forde and is headquartered in Oakland, California.",Oakland,2019,,"[""information technology"", ""software"", ""saas"", ""incubators"", ""software publishers"", ""software publishers""]"
212,The Clorox Company,8800,8800,thecloroxcompany.com,"The Clorox Company offers products that make everyday life better, every day.",Oakland,1913,,"[""manufacturing"", ""food industry"", ""medical"", ""consumer goods"", ""r&d"", ""consumer insights"", ""office"", ""conference room"", ""marketing"", ""consumer staples"", ""household products"", ""consumer products"", ""executive"", ""chemical manufacturing""]"
2636,Postly,2,10,postly.co,"Simple, Private, Fast, Postly is the best way to share content with friends!

At Postly, our mission is to simplify the way you share and interact online. Our belief is that forced virality, mass broadcasting, and endless status updates, are not the keys to human relationships.",Oakland,2014,,"[""computer software"", ""private social networking"", ""mobile"", ""social media"", ""internet company"", ""software publishers"", ""custom computer programming services""]"
