"Employbl Company ID","Company Name","Website","Address 1","City","State","Zip","Latitude","Longitude","Company Description","Thumbnail URL"
242,"Fabric Genomics","fabricgenomics.com","1611 Telegraph Ave #500","Oakland","CA",94612,37.806374,-122.270684,"AI-driven interpretation platform for any genomic test that enables rapid generation of physician-ready clinical reports for clinical labs, hospital systems",
243,"Facebook","www.facebook.com","1 Hacker Way","Menlo Park","CA",94025,37.484377,-122.148304,"Create an account or log into Facebook. Connect with friends, family and other people you know. Share photos and videos, send messages and get updates.",
244,"Faire","www.faire.com","525 2nd St","San Francisco","CA",94107,37.782731,-122.392768,"Faire helps retailers discover and try thousands of unique items risk-free.",
245,"Fanatics","fanatics.com","1 Franklin Pkwy","San Mateo","CA",94403,37.542249,-122.293545,"Fanatics.com is the ultimate sports apparel and Fan Gear Store. Our sports store features Football Jerseys, T-shirts, Hats and more for NFL, MLB, NBA, NHL",
246,"Figure Eight","www.figure-eight.com","940 Howard St","San Francisco","CA",94103,37.780922,-122.406243,"We Make AI Work in the Real World",
247,"Fin","www.fin.com","350 Sansome Street Floor 9","San Francisco","CA",94104,37.793812,-122.400951,"Time is your most valuable asset. Focus on what matters most, and let Fin do the rest.",
248,"FinancialForce","financialforce.com","595 Market St #2700","San Francisco","CA",94105,37.789215,-122.400800,"Combine your front and back office on one platform with the top cloud ERP software apps built on Salesforce.",
249,"Fingerprint Digital","www.fingerprintplay.com","240 Stockton St","San Francisco","CA",94108,37.788168,-122.406508,"Thousands of hours of learning entertainment, with the best mix of kids digital play, from top family brands and characters you know and love. Powered by Fingerprint's breakthrough technology.",
250,"First Round Capital","firstround.com","151 10th St","San Francisco","CA",94103,37.774833,-122.414905,"First Round is a venture capital firm that specializes in providing seed-stage funding to technology companies.",
251,"FitBit","www.fitbit.com","199 Fremont St","San Francisco","CA",94105,37.789873,-122.394781,"Fitbit motivates you to reach your health and fitness goals by tracking your activity, exercise, sleep, weight and more.",
252,"Five9","five9.com","4000 Executive Pkwy #400","San Ramon","CA",94583,37.769476,-121.967804,"Five9 is a leading provider of cloud contact center software for the digital enterprise, bringing the power of cloud innovation to customers and facilitating more than three billion customer interactions annually.",
253,"Fivestars","www.fivestars.com","500 3rd St #405","San Francisco","CA",94107,37.780816,-122.395666,"Fivestars has the largest rewards program for local business.",
254,"Fivetran","fivetran.com","405 14th St Floor 11","Oakland","CA",94612,37.803720,-122.270341,"Stream data into your warehouse for advanced analytics. Fivetran was built for analysts to access to all their business data. Sign up today for a free trial.",
255,"Flexport","www.flexport.com","760 Market St","San Francisco","CA",94102,37.786529,-122.405385,"Flexport moves freight globally by air, ocean, rail, and truck for the world's leading brands. We combine powerful software and dedicated experts to give you accountability, peace of mind, and control over your supply chain.",
256,"Fond","fond.co","33 New Montgomery St #700","San Francisco","CA",94105,37.788585,-122.401273,"Attract, Retain, and Motivate Your Employees",
257,"Forkable","forkable.com",,"San Francisco","CA",,37.774929,-122.419415,"Chooses your next lunch. Then brings it to you.",
258,"Formation","formation.ai","35 Stillman St","San Francisco","CA",94107,37.782762,-122.394848,"Every person is unique. By understanding and serving human motivations, we enable organizations to engage each customer with individualized, multi-step experiences.",
259,"Forward","goforward.com","180 Sutter St","San Francisco","CA",94104,37.790039,-122.403645,"Control the Future of Your Health with a New Kind of Doctor's Office",
260,"Fossa","www.fossa.io","845 Market St Suite #450A","San Francisco","CA",94103,37.784510,-122.406709,"Dependency tracking, license compliance and attribution notices on autopilot",
261,"Founders Fund","foundersfund.com","1 Letterman Dr building d","San Francisco","CA",94129,37.800184,-122.449820,"We invest in smart people solving difficult problems.",
262,"FreeWire Technologies","freewiretech.com","1933 Davis St Ste 301A","San Leandro","CA",94577,37.715300,-122.179217,"FreeWire believes in electrification beyond the electrical grid; a world where everyone has the opportunity to use clean power wherever and whenever it is needed.",
263,"Front App","frontapp.com","525 Brannan Street #300","San Francisco","CA",94107,37.777503,-122.397060,"Front is reinventing the inbox so people can accomplish more together. With new workflows, efficient collaboration, and all their communication channels in one place, more than 3,500 businesses rely on their Front inbox to be more productive as a team.",
264,"Fundbox","fundbox.com","300 Montgomery St","San Francisco","CA",94104,37.792442,-122.402219,"Funds to grow your business.",
265,"FundersClub","fundersclub.com","237 Kearny St #424","San Francisco","CA",94108,37.790315,-122.404185,"Diversify your investment portfolio with insider access to highly vetted startups from Silicon Valley and beyond in just minutes.",
266,"Gainsight","gainsight.com","1400 Bridge Pkwy #101","Redwood City","CA",94065,37.535116,-122.258255,"Gainsight's Customer Success Software empowers companies to increase revenue, decrease customer churn, and drive advocacy.",
267,"Galvanize","www.galvanize.com/san-francisco","44 Tehama St","San Francisco","CA",94105,37.787601,-122.396643,"The Learning Community for Technology",
268,"GarageScript","garagescript.org","490 W San Carlos St","San Jose","CA",95110,37.325786,-121.898008,"We are a nonprofit public benefit organization dedicated to helping and training people who are pursuing a career as a software engineer.",
269,"GE Digital","ge.com","2700 Camino Ramon","San Ramon","CA",94583,37.766315,-121.961693,"GE Digital is the leading software company for the Industrial Internet, reimagining industry's infrastructure by connecting software, apps and analytics to industrial businesses.",
270,"Gemini","gemini.com","600 3rd Ave","New York","NY",10016,40.749324,-73.975909,"The Gemini mobile app is the safe, trusted way to build  your crypto portfolio. Buying, storing, and selling crypto  has never been easier.",
271,"GenapSys","genapsys.com","200 Cardinal Way","Redwood City","CA",94063,37.504460,-122.219206,"We live at the whim of the molecular world. Untapped molecular information is all around us: in the cells in our body, the food we eat, the land we inhabit",
272,"General Assembly","generalassemb.ly/locations/san-francisco","225 Bush St","San Francisco","CA",94104,37.790882,-122.401552,"The world evolves at the speed of tech. You and your business should, too.",
273,"Genomic Health","genomichealth.com","301 Penobscot Dr","Redwood City","CA",94063,37.498897,-122.218145,"Learn more about Genomic Health's life changing work, transforming treatment decisions and outcomes in cancer delivering clinically actionable diagnostics",
274,"Getaround","getaround.com","1177 Harrison St","San Francisco","CA",94103,37.774130,-122.407660,"Rent great cars from people nearby. Unlock 1,000's of cars from $5/hour.",
275,"Gigster","gigster.com","500 3rd St #245","San Francisco","CA",94107,37.780840,-122.395820,"Gigster is a smart development service combining top developers and designers with AI",
276,"GitHub","github.com","88 Colin P Kelly Jr St","San Francisco","CA",94107,37.782267,-122.391248,"GitHub is how people build software. We’re supporting a community where more than 31 million people learn, share, and work together to build software.",
277,"GitLab","about.gitlab.com","268 Bush St #350","San Francisco","CA",94104,37.791192,-122.401818,"From project planning and source code management to CI/CD and monitoring, GitLab is a single application for the entire DevOps lifecycle",
278,"Givecampus","www.givecampus.com",,"San Francisco","CA",,37.774929,-122.419415,"The digital fundraising and volunteer management platform for schools.",
279,"Gladly","www.gladly.com","201 California St","San Francisco","CA",94111,37.793034,-122.399030,"Customer service is at its best when it’s a conversation.",
280,"Glassdoor","glassdoor.com","100 Shoreline Hwy","Mill Valley","CA",94941,37.880139,-122.514520,"Search millions of jobs and get the inside scoop on companies with employee reviews, personalized salary tools, and more. Hiring? Post a job for free.",
281,"Gliffy","www.gliffy.com","501 2nd St #550","San Francisco","CA",94107,37.783226,-122.392790,"Make UML diagrams, flowcharts, wireframes and more. Our diagramming software and visual communication tools improve team collaboration and workflow.",
282,"Glu Mobile","www.glu.com","875 Howard St","San Francisco","CA",94105,37.781833,-122.403986,"Glu Mobile (NASDAQ: GLUU) is a leading creator of mobile games",
283,"GoDaddy","www.godaddy.com","560 Sutter St Suite 300","San Francisco","CA",94102,37.789371,-122.409649,"Web hosting",
284,"Gong.io","www.gong.io","1200 Park Place Suite 100","San Mateo","CA",94403,37.546157,-122.290233,"Gong is conversation intelligence software for sales teams that uses AI to record, transcribe, and analyze sales conversations.",
285,"Good Eggs","www.goodeggs.com","901 Rankin St","San Francisco","CA",94124,37.740966,-122.394958,"Absurdly fresh groceries, delivered.",
286,"Goodby Silverstein & Partners","goodbysilverstein.com","720 California Street","San Francisco","CA",94108,37.792664,-122.406541,"Goodby Silverstein & Partners is a full-service advertising agency in San Francisco. We create experiences that reach millions, but seem to speak only to you.",
287,"GoodData","gooddata.com","660 3rd St","San Francisco","CA",94107,37.779035,-122.393586,"GoodData goes beyond traditional business intelligence and analytics delivering insights at the moment of action to drive better business outcomes.",
288,"Google","google.com",,"Mountain View","CA",,37.386052,-122.083851,"Google LLC is an American multinational technology company that specializes in Internet-related services and products, which include online advertising technologies, search engine, cloud computing, software, and hardware. It is considered one of the Big Four technology companies, alongside Amazon, Apple and Facebook",
289,"Gorgias","gorgias.io","768 Harrison St","San Francisco","CA",94107,37.781522,-122.399156,"Gorgias is a customer support helpdesk specially designed for Shopify stores",
290,"Gracenote","gracenote.com","2000 Powell St Suite 1500","Emeryville","CA",94608,37.837928,-122.300742,"Entertainment Data & Technology Trusted by the World's Top Entertainment Platforms and Services.",
291,"Grammarly","www.grammarly.com","548 Market St","San Francisco","CA",94104,37.790047,-122.400874,"Millions trust Grammarly's free writing app to make their messages, documents, and posts clear, mistake-free, and effective.",
292,"Greenfield Labs","greenfieldlabs.com","3251 Hillview Ave","Palo Alto","CA",94304,37.408727,-122.145850,"Greenfield Labs was created by Ford to explore the future of mobility through human-centered design.",
293,"Greenhouse Software","www.greenhouse.io","575 Market St","San Francisco","CA",94105,37.789551,-122.400313,"Make recruiting your competitive advantage",
294,"Grin","www.grin.co","1990 3rd St #800","Sacramento","CA",95811,38.572115,-121.507752,"Find, recruit and activate top social influencers with our do-it-all software.",
295,"Groove Labs","www.groove.co","333 Bryant St","San Francisco","CA",94107,37.783836,-122.392073,"The leading software to engage your accounts",
296,"Groupon","groupon.com","2445 Augustine Dr","Santa Clara","CA",95054,37.382589,-121.969440,"Discover and save on 1000s of great deals at nearby restaurants, spas, things to do, shopping, travel and more.",
297,"Grove Collaborative","www.grove.co","1462 Pine St","San Francisco","CA",94109,37.790038,-122.419915,"Products for a Healthy, Beautiful Home",
298,"Grovo","www.grovo.com","300 Montgomery St #1130","San Francisco","CA",94104,37.792403,-122.402497,"Microlearning is a modern, effective approach to workplace learning that offers employees single-concept, mixed-media lessons within the flow of their work",
299,"GrowthX","growthx.com","44 Tehama St","San Francisco","CA",94105,37.787601,-122.396643,"We help companies grow. Capital. Talent. Know How.",
300,"Gumroad","gumroad.com","225 Valencia St a","San Francisco","CA",94103,37.769450,-122.422050,"Gumroad helps creators take control of their creative careers.",
301,"Gusto","gusto.com","500 Third St Suite 405","San Francisco","CA",94107,37.780840,-122.395820,"It’s time to tame the chaos of payroll, benefits, and HR.",
302,"Gymboree Group","www.gymboree.com/about-gymboree.html","71 Stevenson St #2200","San Francisco","CA",94105,37.789273,-122.399583,"We’ve been making kids clothes since 1986",
303,"Hack Reactor","www.hackreactor.com","944 Market Street 8th Floor","San Francisco","CA",94102,37.783697,-122.408966,"Reinvent your career. Full-time, part-time in-person or online.",
304,"HackerOne","hackerone.com","300 Montgomery St 12th Floor","San Francisco","CA",94104,37.792445,-122.402454,"More Fortune 500 and Forbes Global 1,000 companies trust HackerOne to test and secure the applications they depend on to run their business.",
305,"Hammerhead","www.hammerhead.io",,"San Francisco","CA",,37.774929,-122.419415,"Explore, train and share the ride with others. Karoo is a new cycling technology companion that’s ready for everything the ride brings.",
306,"Handy","www.handy.com","302 E Houston St","New York","NY",10003,40.721593,-73.983459,"The easy, reliable way to take care of your home.",
307,"Haven","haveninc.com","25 Kearny St. Suite 304","San Francisco","CA",94108,37.788264,-122.403713,"Haven modernizes global logistics.",
308,"Headspace","headspace.com","425 California St","San Francisco","CA",94104,37.792792,-122.401422,"Live a healthier, happier, more well-rested life in just a few minutes a day with the Headspace app.",
309,"Heap","heapanalytics.com","460 Bryant Street 3rd floor","San Francisco","CA",94107,37.782210,-122.395299,"Heap lets you automatically capture every user interaction from web, mobile, and cloud services: clicks, submits, transactions, emails, and much more. You can then analyze it all retroactively. No tracking code required.",
310,"HeartFlow","heartflow.com","1400 Seaport Blvd","Redwood City","CA",94063,37.513650,-122.199525,"The non-invasive HeartFlow Analysis uses data from a standard CT scan to create a 3D model of the coronary arteries & analyzes the impact blockages have",
311,"HelloSign","www.hellosign.com","301 Howard St","San Francisco","CA",94105,37.789527,-122.394276,"The Most Powerful Platform for Your Business Agreements",
312,"Helpshift","www.helpshift.com","100 Bush St #950","San Francisco","CA",94104,37.791479,-122.399947,"Deliver a superior customer service experience at a lower cost with Helpshift’s AI-powered messaging platform.",
313,"Hims","www.forhims.com","1 Letterman Drive Building C Suite 3500","San Francisco","CA",94129,37.800184,-122.449820,"Hims is a men's wellness brand helping guys get access to the best that science has to offer.",
314,"Hingeto","hingeto.com","456 8th St","Oakland","CA",94607,37.800585,-122.274206,"Add products from established brands to your store, risk free. Connect your store, expand assortment, drive more sales.",
315,"HintMD","hintmd.com","7901 Stoneridge Dr Suite 150","Pleasanton","CA",94588,37.690223,-121.930334,"Create better beauty outcomes for your patients and better business outcomes for your practice.",
316,"HireClub","hireclub.com","845 Market St #450A","San Francisco","CA",94103,37.784219,-122.406176,"A career coach in your pocket. Find your dream job with the help of a certified career coach. Get Started For Free. What can a career coach do for you?",
317,"Hired","hired.com","303 2nd St #600","San Francisco","CA",94103,37.785233,-122.395693,"Get matched with a job you love.",
318,"Hiretual","www.hiretual.com","2525 E Charleston Rd #104","Mountain View","CA",94043,37.421186,-122.098438,"Source Talent 10x Faster Find, Engage, and Pipeline the Right Candidates with AI",
319,"Holberton School","www.holbertonschool.com","98 Battery Street #402","San Francisco","CA",94111,37.792085,-122.399368,"Holberton School is a project-based college alternative for the next generation of software engineers",
320,"Homebase","joinhomebase.com","425 2nd St #450","San Francisco","CA",94107,37.784273,-122.394471,"Free Employee Scheduling, Timesheets, Time Clock and Hiring Software. Save over five hours each week. Trusted by over 100,000 businesses.",
321,"Honeybook","www.honeybook.com","539 Bryant St","San Francisco","CA",94107,37.780243,-122.396684,"HoneyBook helps you book your ideal client faster, more frequently, and with less legwork.",
322,"Hoodline","hoodline.com","2419 Harrison St. Ste. 300","San Francisco","CA",94110,37.758335,-122.412322,"Neighborhood information and news",
323,"Horizons School of Technology","www.joinhorizons.com","450 9th St","San Francisco","CA",94103,37.771581,-122.409606,"A 3-month software engineering bootcamp for college students and recent graduates. Learn how to code, build modern web & mobile software, and land top jobs & internships.",
324,"Hornblower Cruises","www.hornblower.com","Pier 3 The Embarcadero","San Francisco","CA",94111,37.798031,-122.394973,"We create amazing experiences",
325,"HotelTonight","www.hoteltonight.com","901 Market St #310","San Francisco","CA",94103,37.783436,-122.408038,"Download to score amazing last-minute hotel deals.",
326,"HotPads","hotpads.com","535 Mission Street Suite 700","San Francisco","CA",94105,37.788890,-122.398091,"Search millions of apartments and houses with HotPads.",
327,"HotSchedules","www.hotschedules.com","555 Mission Street Ste. 3350","San Francisco","CA",94105,37.788564,-122.398535,"Make Good Managers Great with an Intelligent Operating Platform",
328,"Hotwire","www.hotwire.com","114 Sansome St ste 400","San Francisco","CA",94104,37.791437,-122.400546,"Hotwire is built for people like you because we know that when it’s easy to book trips and save money, you’ll travel more often and get more out of the trips you take.",
329,"Hover","www.hover.to","539 Bryant St","San Francisco","CA",94107,37.780243,-122.396684,"HOVER is a mobile platform that lets anyone generate accurate digital 3D building data by simply taking a few photos with a smartphone. These 3D models are scaled, accurate, customizable, and are changing the way that people view and interact with their physical properties across spaces such as home improvement, property management, and insurance.",
330,"Hustle","hustle.com","251 Kearny St #300","San Francisco","CA",94108,37.790504,-122.404232,"Drive action with peer-to-peer texting that connects you with people on the channel they prefer.",
331,"iCrossing","www.icrossing.com","550 Kearny Street 4th Floor","San Francisco","CA",94108,37.793270,-122.404348,"Marketing agency for the modern world.",
332,"Ideo","www.ideo.com","501 The Embarcadero Pier 28 Annex","San Francisco","CA",94105,37.788464,-122.387357,"IDEO is a global design company. We create positive impact through design.",
333,"IGN Entertainment","corp.ign.com","625 2nd St","San Francisco","CA",94107,37.781695,-122.391060,"Sharp opinions and ground-breaking content for games and entertainment for over 154 million fans across 22 platforms and over 114 countries.",
334,"iHear Medical","ihearmedical.com","15250 Hesperian Blvd","San Leandro","CA",94578,37.697558,-122.129672,"Shop affordable hearing aids online. Made in the USA. High-quality digital hearing aids sold to consumers and delivered to your door.",
335,"Imgur","imgurinc.com","415 Jackson St #200","San Francisco","CA",94111,37.796319,-122.402347,"Millions of people. Billions of Cat GIFs.",
336,"Imperva","imperva.com","3400 Bridge Pkwy","Redwood City","CA",94065,37.537772,-122.255180,"Imperva provides complete cyber security by protecting what really matters most—your data and applications—whether on-premises or in the cloud.",
337,"Indeed","indeed.jobs","201 Mission St #300","San Francisco","CA",94105,37.790966,-122.394737,"With Indeed, you can search millions of jobs online to find the next step in your career.",
338,"Indiegogo","www.indiegogo.com","965 Mission St","San Francisco","CA",94103,37.781409,-122.407592,"Discover innovations in tech and design before they go mainstream, including hundreds of products shipping right away.",
339,"inDinero","www.indinero.com","50 Osgood Pl #220","San Francisco","CA",94133,37.798025,-122.402939,"Accounting software plus bookkeeping and tax services for small business.",
340,"Industrial Light & Magic","www.ilm.com","1 Letterman Dr","San Francisco","CA",94129,37.800184,-122.449820,"Founded in 1975 by George Lucas, ILM is the leading effects facility in the world, serving the motion picture, commercial production, and attraction industries.",
341,"InfluxData","www.influxdata.com","799 Market St Suite 400","San Francisco","CA",94103,37.785885,-122.405289,"Open Source Time Series DB Platform for Metrics & Events (Time Series Data). Creator of the TICK Stack: InfluxDB, Telegraf, Chronograf & Kapacitor",
342,"Informatica","informatica.com","2100 Seaport Blvd","Redwood City","CA",94063,37.511302,-122.204801,"As the world's leader in enterprise cloud data management, we're prepared to help you intelligently lead—in any sector, category or niche.",
343,"Insight Global","www.insightglobal.com","33 New Montgomery St #1700","San Francisco","CA",94105,37.788445,-122.401534,"Insight Global is an industry leader for IT, Accounting and Finance, Engineering, and Government staffing and managed services.",
344,"Insight Recruiting","insightrecruiting.com","1700 Montgomery St Suite 108","San Francisco","CA",94111,37.805502,-122.405183,"INSIGHT RECRUITING is a premier search firm with a proven history of success. We provide highly tailored search services to our clients and candidates. Our deep roots in the San Francisco Bay Area provide both candidates and clients with the best possible staff support.",
345,"Insightly","www.insightly.com","680 Folsom St #550","San Francisco","CA",94107,37.784590,-122.398566,"Experience the leading customer relationship platform for yourself.",
346,"Insikt","www.insikt.com/#","333 Bush St","San Francisco","CA",94104,37.790643,-122.403057,"INSIKT makes small loans at affordable rates to hard-working people with low credit scores or no credit rating at all. Our products are targeted at the millions of Americans who do not have access to affordably-priced credit.",
347,"Instacart","www.instacart.com","50 Beale St #600","San Francisco","CA",94105,37.791139,-122.396067,"Groceries delivered in as little as 1 hour",
348,"Intelliswift","intelliswift.com","39600 Balentine Dr #200","Newark","CA",94560,37.523880,-121.996495,"Intelliswift is a premier IT services and solutions company. We provide solutions on enterprise applications development, mobility, big data/Bl and cloud services.",
349,"Intercom","www.intercom.com","55 2nd St","San Francisco","CA",94105,37.788806,-122.400313,"Modern products for sales, marketing and support to connect with customers and grow faster.",
350,"interviewing.io","interviewing.io","427 Bryant St","San Francisco","CA",94107,37.782399,-122.394087,"Get actionable feedback, get awesome at interviewing, get fast-tracked at top companies.",
351,"Intuit","www.intuit.com","2675 Coast Ave","Mountain View","CA",94043,37.431219,-122.097991,"Intuit Inc. is a business and financial software company that develops and sells financial, accounting, and tax preparation software and related services for small businesses, accountants, and individuals. The company is headquartered in Mountain View, California",
352,"Invitae","www.invitae.com","1400 16th St","San Francisco","CA",94103,37.766830,-122.401309,"Genetic insights can change everything",
353,"Invoice2go","2go.com","2317 Broadway","Redwood City","CA",94063,37.486067,-122.230423,"Invoice2go is the world’s top selling invoicing app, with customers in more than 160 countries.",
354,"iRhythm","irhythmtech.com","650 Townsend St # 500","San Francisco","CA",94103,37.771032,-122.403307,"iRhythm Technologies is redefining the standard for ambulatory cardiac monitoring.",
355,"Iris Automation","www.irisonboard.com","2 Shotwell St","San Francisco","CA",94103,37.768352,-122.416890,"Safer drones with collision avoidance",
356,"Ironclad","ironcladapp.com","325 5th St","San Francisco","CA",94107,37.780079,-122.402791,"Contract management software that works the way you do. Create, automate, and track your contracts—all from one intuitive, powerful platform.",
357,"Iterable","iterable.com","360 3rd St #675","San Francisco","CA",94107,37.782678,-122.398368,"Iterable builds a customer engagement and growth marketing platform.",
358,"Jobspring Partners","www.jobspringpartners.com","33 New Montgomery St Suite 1150","San Francisco","CA",94105,37.788445,-122.401534,"Jobspring Partners specializes in placing IT professionals in hard to fill IT positions for leading Tech companies.",
359,"Jobvite","jobvite.com","1300 S El Camino Real","San Mateo","CA",94402,37.554714,-122.317245,"Jobvite is the leading best-of-breed recruiting software that helps thousands of companies source, hire, and onboard top talent.",
360,"Joy","withjoy.com",,"San Francisco","CA",,37.774929,-122.419415,"Joy is the free wedding website and app that does more.",
361,"Joyent","www.joyent.com","655 Montgomery St #1600","San Francisco","CA",94111,37.795246,-122.403523,"Truly Multi-Cloud Kubernetes is Here. Owns Node.js",
362,"Judge Group","www.judge.com","575 Market St","San Francisco","CA",94105,37.789551,-122.400313,"Technology, Talent & Learning Solutions | The Judge Group.",
363,"Jumpshot","www.jumpshot.com","329 Bryant St. Suite 3C","San Francisco","CA",94107,37.784110,-122.391727,"Jumpshot delivers digital intelligence from within the Internet’s most valuable walled gardens.",
364,"June Oven","juneoven.com","649 Front Street","San Francisco","CA",94111,37.797512,-122.399816,"The June is a do-it-all smart convection oven that makes cooking perfectly easy",
365,"Juniper Square","junipersquare.com","351 California St Ste 1450","San Francisco","CA",94104,37.792902,-122.400733,"Modern, all-in-one investment management for real estate. CRM, data room, online closing, automated investor reporting, investor portal, compliance.",
366,"JustAnswer","justanswer.com","38 Keyes Ave #1 Building 38","San Francisco","CA",94129,37.799640,-122.456665,"Ask a question and get an answer to your question from a verified Expert on JustAnswer, the leading Expert question and answer website. Ask an Expert now!",
367,"JUUL Labs","juul.com","560 20th St","San Francisco","CA",94107,37.760795,-122.386129,"Our mission is to improve the lives of the world's one billion adult smokers. Shop vaporizers and JUULpods on the official JUUL website.",
368,"Kaiser Permanente","kaiserpermanente.org","3600 Broadway","Oakland","CA",94611,37.823492,-122.258122,"Healthier tomorrows start with Kaiser Permanente. With a coordinated and connected approach to care, our integrated team helps you stay healthy.",
369,"Kapor Center","www.kaporcenter.org","2148 Broadway","Oakland","CA",94612,37.810608,-122.266877,"The Kapor Center for Social Impact relentlessly pursues creative strategies that will leverage info. technology for positive social impact.",
370,"Kapwing","kapwing.com",,"San Francisco","CA",,37.774929,-122.419415,"Kapwing is a modern editor for videos, GIFs, and images. Try our free meme maker, resizer, subtitle maker, filters, and more!",
371,"Karuna Health","www.meetkaruna.com","25 Taylor St Unit 604","San Francisco","CA",94102,37.782584,-122.411252,"Our suite of communication tools helps you connect with patients the way they already connect with friends and family. A unified inbox and intelligent automation lets your team save time while increasing the frequency and impact of patient interactions.",
372,"KBC Staffing","kbcstaffing.com","555 12th St","Oakland","CA",94607,37.803686,-122.275269,"KBC Staffing Offers Staffing Solutions For Temp, Temp-To-Perm and Direct Hire Placements. Offices in the Bay Area, California.",
373,"Kentik","www.kentik.com","625 2nd Street Suite 100","San Francisco","CA",94107,37.781695,-122.391060,"Easily, the world's most powerful network analytics.",
374,"Khan Academy","www.khanacademy.org","1937 Landings Drive","Mountain View","CA",94043,37.421321,-122.088694,"You can learn anything. Expert-created content and resources for every course and level. Always free.",
375,"Kickstart Coding","kickstartcoding.com","1721 Broadway #201","Oakland","CA",94612,37.807053,-122.269864,"Kickstart Coding is a coding academy that is truly committed to making tech accessible to everyone through rigorous courses that offer part-time, flexible scheduling, and much, much more affordable costs.",
376,"Kiip","www.kiip.me","970 Folsom St","San Francisco","CA",94107,37.779299,-122.405026,"Kiip is an in-app mobile advertising platform that uses moments to create meaningful customer interactions and generate highly targeted, custom audiences.",
377,"Kissmetrics","www.kissmetricshq.com","847 Sansome St Lower Level","San Francisco","CA",94111,37.798028,-122.402510,"Understand what people are doing on your website and products, and deliver behavior-based engagement every step of the way.",
378,"KittyHawk","kittyhawk.io",,"San Francisco","CA",,37.774929,-122.419415,"Kittyhawk unifies the mission, aircraft, and data to empower safe and effective drone operations",
379,"Kiva","www.kiva.org","875 Howard St","San Francisco","CA",94103,37.781822,-122.403975,"Lend as little as $25 to create opportunity for people around the world.",
380,"Knotel","knotel.com","972 Mission St","San Francisco","CA",94103,37.781703,-122.408409,"Your agile business deserves an agile space. Knotel will find, customize, and operate your ideal office while you focus on your business.",
381,"Kong","konghq.com","251 Post Street 2nd floor","San Francisco","CA",94108,37.788405,-122.405977,"Secure, Manage and Orchestrate, Microservice APIs",
382,"KPCB","www.kpcb.com","101 S Park St","San Francisco","CA",94107,37.781277,-122.393741,"For five decades we have partnered with intrepid founders to build iconic companies that made history. Today, Kleiner Perkins continues that legacy, investing in founders with bold ideas that span industries and continents, partnering with them from inception to IPO and beyond to maximize the potential of their ideas… and make history.",
383,"Kyokan","www.kyokan.io","400 Estudillo Ave suite 202","San Leandro","CA",94577,37.726286,-122.152051,"Making blockchain accessible to everyone on earth.",
384,"Landor","landor.com","1001 Front St","San Francisco","CA",94111,37.800912,-122.400573,"Landor builds some of the world’s most agile brands—brands that thrive on change.",
385,"Lattice","lattice.com","580 Howard St #102","San Francisco","CA",94105,37.787258,-122.398063,"Align, engage, and grow your employees.",
386,"Launch Darkly","launchdarkly.com","350 Frank H Ogawa Plaza","Oakland","CA",94612,37.806140,-122.271570,"Eliminate risk and deliver value using feature management in your development cycles. Deploy code when you want. Release features when you're ready. Control your users' experience.",
387,"Layer","layer.com","655 4th Street","San Francisco","CA",94107,37.777739,-122.395441,"Streamline one, differentiated experience across marketing, sales, and support.",
388,"Leadspace","leadspace.com","47 Kearny St. Suite 600","San Francisco","CA",94108,37.788505,-122.403884,"Leadspace Audience Management Platform: Know your customers from every angle",
389,"Leanplum","www.leanplum.com","1550 Bryant St","San Francisco","CA",94103,37.767534,-122.411183,"How mobile marketers drive relationships",
390,"Leap Motion","www.leapmotion.com","321 11th St","San Francisco","CA",94103,37.771717,-122.413551,"Reach into the future of virtual and augmented reality",
391,"LeapFrog","leapfrog.com","6401 Hollis St #100","Emeryville","CA",94608,37.845358,-122.291794,"Prepare your child for a lifetime of learning with educational toys from LeapFrog. Check out our tablets for kids, learning toys and educational games.",
392,"Lending Club","lendingclub.com","71 Stevenson St #1000","San Francisco","CA",94105,37.789273,-122.399583,"Personal loans up to $40,000",
393,"LendingHome","www.lendinghome.com","315 Montgomery St floor 16","San Francisco","CA",94104,37.792112,-122.402880,"Reliable home financing tailored to you",
394,"LendUp","www.lendup.com","1750 Broadway Suite 300","Oakland","CA",94612,37.807218,-122.269279,"We believe everyone deserves access to quality credit",
395,"Lever","www.lever.co","989 Market St #450","San Francisco","CA",94103,37.782292,-122.409546,"Lever streamlines the hiring process and simplifies the Applicant Tracking System, so that recruiters and hiring managers can focus on what truly matters: their candidates.",
396,"Liftopia","about.liftopia.com/index.html","1061 Market St. Floor 4","San Francisco","CA",94103,37.780919,-122.411399,"Liftopia.com is the largest and most popular consumer marketplace for lift tickets",
397,"Lightbend","www.lightbend.com","625 Market St Suite 1000","San Francisco","CA",94105,37.788653,-122.401680,"Modernize your enterprise at startup speed",
398,"LightStep","lightstep.com","525 Market St #3050","San Francisco","CA",94105,37.790503,-122.399030,"Observe modern apps with confidence. LightStep answers questions and diagnoses anomalies at scale, spanning mobile, monoliths, and microservices",
399,"Lime","li.me","85 2nd St","San Francisco","CA",94105,37.788350,-122.399738,"Electric scooter rentals, e-assist bikes and pedal bikes for your city or campus. Micro-mobility for smart cities and universities. Download the Lime app!",
400,"LinkedIn","www.linkedin.com","222 2nd St","San Francisco","CA",94105,37.786403,-122.398322,"I'd like to add you to my professional network on LinkedIn",
